id,name,ascii,alt_name,lat,long,feat_class,feat_code,country,cc2,admin1,admin2,admin3,admin4,population,elevation,dem,tz,modified_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881791,Abbotsford,Abbotsford,Abbotsford,YXX,Абботсфорд,49.05798,-122.25257,P,PPL,CA,,2,5957659,,,151683,,114,America/Vancouver,2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882142,Acton Vale,Acton Vale,,45.65007,-72.56582,P,PPL,CA,,10,16,,,5135,,90,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882799,Airdrie,Airdrie,Erdri,ai er de li,ayrdray,ayrdry,eeodeuli,Ердри,إيردراي,ائرڈرائ,ایردری,艾尔德里,에어드리,51.30011,-114.03528,P,PPL,CA,,1,,,,24673,,1086,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560237,Parkville,Parkville,,39.78121,-76.96331,P,PPL,US,,PA,133,,,6706,233,235,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560291,Penn Wynne,Penn Wynne,,39.98622,-75.27546,P,PPL,US,,PA,91,,,5697,66,70,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560349,Philadelphia,Philadelphia,Fi-la-thiet-fi,Filadel'fi,Filadel'fij,Filadel'fija,Filadelfi,Filadelfia,Filadelfie,Filadelfija,Filadelfio,Filadelfiya,Filadelfiye,Filadèlfia,Filadélfia,Filadélfiye,Fî-là-thiet-fî,Gorad Filadehl'fija,PHL,Philadelpheia,Philadelphia,Philadelphie,Philly,fei cheng,fi la delfeiy,firaderufia,flaڈylfya,fyladlfya,fyladlfya, bnsylfanya,philadelaphi'a,philadelaphiya,philadelphiya,piladelpia,pilatelpiya,pilladelpia,pyldlpyh,Φιλαδέλφεια,Горад Філадэльфія,Филаделфиа,Филаделфия,Филаделфија,Филадельфи,Филадельфий,Филадельфия,Філадельфія,Ֆիլադելֆիա,פילאדעלפיע,פילדלפיה,فلاڈیلفیا,فيلادلفيا، بنسيلفانيا,فیلادلفیا,फिलाडेल्फिया,ফিলাডেলফিয়া,ਫਿਲਾਡੇਲਫਿਆ,ફિલાડેલ્ફિયા,பிலடெல்பியா,ఫిలడెల్ఫియా,ಫಿಲಡೆಲ್ಫಿಯಾ,ഫിലഡെൽഫിയ,ฟิลาเดลเฟีย,ဖီလာဒဲလ်ဖီးယားမြို့,ფილადელფია,ភីឡាដេលផ្យា,フィラデルフィア,費城,费城,필라델피아,39.95234,-75.16379,P,PPLA2,US,,PA,101,,,1526006,12,40,America/New_York,2011-06-16,,,,,,,,,,
4560549,Prospect Park,Prospect Park,,39.88789,-75.30824,P,PPL,US,,PA,45,,,6454,27,29,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560639,Red Lion,Red Lion,,39.90093,-76.6058,P,PPL,US,,PA,133,,,6373,280,281,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560709,Ridley Park,Ridley Park,,39.88122,-75.3238,P,PPL,US,,PA,45,,,7002,28,33,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561188,Sharon Hill,Sharon Hill,,39.9065,-75.27157,P,PPL,US,,PA,45,,,5697,23,27,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561215,Shiloh,Shiloh,,39.97815,-76.79719,P,PPL,US,,PA,133,,,11218,141,140,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561407,Springfield,Springfield,Springfild,Спрингфилд,39.93067,-75.32019,P,PPL,US,,PA,45,,,23363,76,82,America/New_York,2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561628,Swarthmore,Swarthmore,,39.90206,-75.34991,P,PPL,US,,PA,45,,,6194,39,45,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561859,Uniontown,Uniontown,Juniontaun,you ning dui,ywnywntawn,Јунионтаун,Юніонтаун,انیون‌تاوون، پنسیلوانیا,يونيونتاون,尤宁敦,39.90008,-79.71643,P,PPLA2,US,,PA,51,,,10372,328,326,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562070,Waynesboro,Waynesboro,,39.75593,-77.57777,P,PPL,US,,PA,55,,,10568,216,218,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562088,Weigelstown,Weigelstown,,39.98371,-76.82247,P,PPL,US,,PA,133,,,12875,157,155,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562144,West Chester,West Chester,weseuteucheseuteo,웨스트체스터,39.96066,-75.60549,P,PPLA2,US,,PA,29,,,18461,140,141,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562275,Willow Street,Willow Street,,39.97927,-76.27635,P,PPL,US,,PA,71,,,7578,147,150,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562366,Woodlyn,Woodlyn,,39.87233,-75.33713,P,PPL,US,,PA,45,,,9485,20,23,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562407,York,York,Jork,THV,Yarrick,yokeu,yoku,yue ke,ywrk, pnsylwanya,Јорк,Йорк,یورک، پنسیلوانیا,ヨーク,約克,요크,39.9626,-76.72774,P,PPLA2,US,,PA,133,,,43718,118,123,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562430,Yeadon,Yeadon,,39.939,-75.25546,P,PPL,US,,PA,45,,,11443,34,37,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568985,Abbeville,Abbeville,,34.17817,-82.37901,P,PPLA2,US,,SC,1,,,5237,180,186,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569067,Aiken,Aiken,AIK,Ajken,ai ken,aykn, karwlynay jnwby,Айкен,ایکن، کارولینای جنوبی,艾肯,33.56042,-81.71955,P,PPLA2,US,,SC,3,,,29524,157,161,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569298,Anderson,Anderson,AND,Anderson,aendeoseun,an de sen,andrswn, karwlynay jnwby,Андерсон,اندرسون، کارولینای جنوبی,安德森,앤더슨,34.50344,-82.65013,P,PPLA2,US,,SC,7,,,26686,240,245,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570117,Batesburg-Leesville,Batesburg-Leesville,,33.91014,-81.53733,P,PPL,US,,SC,63,,,5362,196,198,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570284,Beaufort,Beaufort,BFT,bo fu te,bwwfrt, karwlynay jnwby,بووفرت، کارولینای جنوبی,博福特,32.43158,-80.66983,P,PPLA2,US,,SC,13,,,12361,2,6,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570590,Belvedere,Belvedere,,33.53097,-81.94484,P,PPL,US,,SC,3,,,5792,148,149,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570634,Bennettsville,Bennettsville,BTN,Bennettsville,34.61738,-79.68478,P,PPLA2,US,,SC,69,,,9069,47,45,America/New_York,2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570664,Berea,Berea,Berea,Береа,34.8854,-82.45596,P,PPL,US,,SC,45,,,14295,317,318,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571722,Bluffton,Bluffton,,32.23715,-80.86039,P,PPL,US,,SC,13,,,12530,6,16,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571804,Boiling Springs,Boiling Springs,,33.13515,-81.43122,P,PPL,US,,SC,11,,,5076,59,69,America/New_York,2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571805,Boiling Springs,Boiling Springs,,35.04651,-81.98177,P,PPL,US,,SC,83,,,8219,282,285,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572881,Burton,Burton,Berton,Бертон,32.43575,-80.724,P,PPL,US,,SC,13,,,6976,10,15,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573209,Camden,Camden,CDN,ka mu deng,kaemdeon,kmdn, karwlynay jnwby,کمدن، کارولینای جنوبی,卡姆登,캠던,34.24654,-80.60702,P,PPLA2,US,,SC,55,,,6838,57,59,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573888,Cayce,Cayce,,33.96571,-81.07398,P,PPL,US,,SC,63,,,12528,73,78,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574140,Centerville,Centerville,,34.53205,-82.70402,P,PPL,US,,SC,7,,,6586,254,255,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574143,Centerville,Centerville,,32.99573,-80.17037,P,PPL,US,,SC,35,,,5288,24,28,America/New_York,2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574153,Central,Central,,34.72427,-82.78125,P,PPL,US,,SC,77,,,5159,278,278,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574324,Charleston,Charleston,Carolopolis,Charl'ston,Charleston,Charleston i Sor-Carolina,Charleston i Sør-Carolina,Charlston,Charlstun,cha er si dun,chalseuteon,charlstwn, karwlynay jnwby,charusuton,tsharlstwn, karwlayna aljnwbyt,Чарлстон,Чарлстън,Чарльстон,צ'ארלסטון,تشارلستون، كارولاينا الجنوبية,چارلستون، کارولینای جنوبی,チャールストン,查尔斯顿,찰스턴,32.77657,-79.93092,P,PPLA2,US,,SC,19,,,120083,6,13,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574434,Cheraw,Cheraw,,34.69766,-79.8834,P,PPL,US,,SC,25,,,5851,47,47,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574565,Chester,Chester,Chester,Честер,34.70486,-81.21426,P,PPLA2,US,,SC,23,,,5607,163,163,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574989,Clemson,Clemson,CEU,ke lai mu sen,klmswn, karwlynay jnwby,کلمسون، کارولینای جنوبی,克莱姆森,34.68344,-82.83737,P,PPL,US,,SC,77,,,13905,221,222,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575028,Clinton,Clinton,Klinton,Клинтон,34.47263,-81.88066,P,PPL,US,,SC,59,,,8490,206,205,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575061,Clover,Clover,,35.11125,-81.22646,P,PPL,US,,SC,91,,,5094,258,248,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575352,Columbia,Columbia,CAE,Columbia,Columbia i Sor-Carolina,Columbia i Sør-Carolina,Colúmbia,Gorad Kalumbija,Koloumpia,Kolumbi,Kolumbia,Kolumbija,ge lun bi ya,keolleombia,klmbya, karwlynay jnwby,kolambiya,kolampiya,koronbia,kwlmbya, jnwby kyrwlyna,kwlwmbya, karwlayna aljnwbyt,qwlwmbyh,Κολούμπια,Горад Калумбія,Колумби,Колумбия,Колумбија,Колумбія,Կոլումբիա,קאלאמביע,קולומביה,كولومبيا، كارولاينا الجنوبية,کلمبیا، کارولینای جنوبی,کولمبیا، جنوبی کیرولینا,कोलंबिया,કોલંબિયા,கொலம்பியா,కొలంబియా,コロンビア,哥伦比亚,컬럼비아,34.00071,-81.03481,P,PPLA,US,,SC,79,,,129272,89,97,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575461,Conway,Conway,Konuej,Konvej,kang wei,kanwy, karwlynay jnwby,Конвей,Конуей,کانوی، کارولینای جنوبی,康威,33.836,-79.04781,P,PPLA2,US,,SC,51,,,17103,10,4,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576319,Darlington,Darlington,da lin dun,darlyngtwn, karwlynay jnwby,دارلینگتون، کارولینای جنوبی,达林顿,34.29988,-79.87617,P,PPLA2,US,,SC,31,,,6289,46,47,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576573,Dentsville,Dentsville,,34.06404,-80.95815,P,PPL,US,,SC,79,,,14062,72,69,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576653,Dillon,Dillon,DLL,34.41655,-79.37116,P,PPLA2,US,,SC,33,,,6788,34,29,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577263,Easley,Easley,ayzly, karwlynay jnwby,yi si li,ایزلی، کارولینای جنوبی,伊斯利,34.82984,-82.60152,P,PPL,US,,SC,77,4577263,,19993,329,328,America/New_York,2011-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578602,Five Forks,Five Forks,,34.80484,-82.22956,P,PPL,US,,SC,45,,,14140,267,268,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578737,Florence,Florence,FLO,Florencija,flrns, karwlynay jnwby,fu luo lun sa,peullolenseu,Флоренция,فلرنس، کارولینای جنوبی,佛罗伦萨,플로렌스,34.19543,-79.76256,P,PPLA2,US,,SC,41,,,37056,42,45,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578841,Forest Acres,Forest Acres,,34.01932,-80.98981,P,PPL,US,,SC,79,,,10361,75,76,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578977,Fort Mill,Fort Mill,Ft. Mill,35.00737,-80.94508,P,PPL,US,,SC,91,,,10811,190,193,America/New_York,2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579043,Fountain Inn,Fountain Inn,,34.68901,-82.19567,P,PPL,US,,SC,45,,,7799,264,266,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579418,Gaffney,Gaffney,gfny, karwlynay jnwby,jia fu ni,گفنی، کارولینای جنوبی,加夫尼,35.07179,-81.64982,P,PPLA2,US,,SC,21,,,12414,239,241,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579484,Gantt,Gantt,,34.80012,-82.42429,P,PPL,US,,SC,45,,,14229,299,302,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579503,Garden City,Garden City,Garden Siti,Гарден Сити,33.59295,-79.00865,P,PPL,US,,SC,51,,,9209,6,1,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579662,Georgetown,Georgetown,GGE,jrjtawn, karwlynay jnwby,qiao zhi dui,جرجتاون، کارولینای جنوبی,乔治敦,33.37683,-79.2945,P,PPLA2,US,,SC,43,,,9163,4,4,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580098,Goose Creek,Goose Creek,,32.98101,-80.03259,P,PPL,US,,SC,15,,,35938,14,12,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580543,Greenville,Greenville,GSP,Grijnvil,Grinvill,ge lin wei er,geulinbil,grynwwyl,gurinbiru,Грийнвил,Гринвилл,גרינוויל,グリーンビル,格林维尔,그린빌,34.85262,-82.39401,P,PPLA2,US,,SC,45,,,58409,307,307,America/New_York,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580569,Greenwood,Greenwood,GRD,ge lin wu de,grynwwd, karwlynay jnwby,گرینوود، کارولینای جنوبی,格林伍德,34.1954,-82.16179,P,PPLA2,US,,SC,47,,,23222,202,205,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580599,Greer,Greer,Grir,ge li er,gryr, karwlynay jnwby,Грир,گریر، کارولینای جنوبی,格里尔,34.93873,-82.22706,P,PPL,US,,SC,45,,,25515,312,312,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581023,Hanahan,Hanahan,,32.91851,-80.02203,P,PPL,US,,SC,15,,,17997,16,18,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581261,Hartsville,Hartsville,HVS,ha ci wei er,hartswyl,هارتسویل,哈茨维尔,34.37404,-80.0734,P,PPL,US,,SC,31,,,7764,66,66,America/New_York,2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581833,Hilton Head Island,Hilton Head Island,HHH,Hilton Head,Hilton Head Island,32.21632,-80.75261,P,PPL,US,,SC,13,,,37099,3,10,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582142,Homeland Park,Homeland Park,,34.47066,-82.67069,P,PPL,US,,SC,7,,,6296,239,241,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583057,Irmo,Irmo,,34.08598,-81.18315,P,PPL,US,,SC,63,,,11097,108,107,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584277,Ladson,Ladson,,32.98573,-80.10981,P,PPL,US,,SC,15,,,13790,15,17,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584322,Lake City,Lake City,,33.871,-79.75535,P,PPL,US,,SC,41,,,6675,23,22,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584474,Lake Wylie,Lake Wylie,,35.10848,-81.04285,P,PPL,US,,SC,91,,,8841,178,181,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584556,Lancaster,Lancaster,Lankaster,Ланкастер,34.72043,-80.7709,P,PPLA2,US,,SC,57,,,8526,173,165,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584683,Laurel Bay,Laurel Bay,,32.45019,-80.78483,P,PPL,US,,SC,13,,,5891,11,19,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584738,Laurens,Laurens,,34.49901,-82.01426,P,PPLA2,US,,SC,59,,,9139,186,190,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585000,Lexington,Lexington,Leksington,lie ke xing dui,lksyngtwn, karwlynay jnwby,Лексингтон,لکسینگتون، کارولینای جنوبی,列克星敦,33.98154,-81.23621,P,PPLA2,US,,SC,63,,,17870,120,119,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585421,Little River,Little River,,33.87323,-78.61418,P,PPL,US,,SC,51,,,8960,11,5,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586266,Marion,Marion,Mehrion,Мэрион,34.17822,-79.40061,P,PPLA2,US,,SC,67,,,6939,22,17,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586523,Mauldin,Mauldin,,34.77873,-82.31012,P,PPL,US,,SC,45,,,22889,290,289,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587511,Moncks Corner,Moncks Corner,,33.196,-80.01314,P,PPLA2,US,,SC,15,,,7885,16,19,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588165,Mount Pleasant,Mount Pleasant,Mt. Pleasant,mang te pu lin sen,mauntopurezanto,mawnt plznt, karwlynay jnwby,ماونت پلزنت، کارولینای جنوبی,マウントプレザント,芒特普林森,32.79407,-79.86259,P,PPL,US,,SC,19,,,67843,3,9,America/New_York,2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588682,Murrells Inlet,Murrells Inlet,,33.551,-79.04143,P,PPL,US,,SC,43,,,7547,1,-2,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588718,Myrtle Beach,Myrtle Beach,MYR,Mirtl-Bich,matorubichi,mo te er bi qi,mrtl bych, karwlynay jnwby,Миртл-Бич,مرتل بیچ، کارولینای جنوبی,マートルビーチ,默特尔比奇,33.68906,-78.88669,P,PPL,US,,SC,51,,,27109,8,-5,America/New_York,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
